trial	params_json	primary_metric	wall_seconds	status	error
188	{"family":"anchor_lda4","fold":3,"repeat":7,"rung":12}	0.182681	0.007	ok	
189	{"family":"anchor_lda4","fold":0,"repeat":8,"rung":12}	0.009769	0.006	ok	
190	{"family":"anchor_lda4","fold":1,"repeat":8,"rung":12}	0.077098	0.006	ok	
191	{"family":"anchor_lda4","fold":2,"repeat":8,"rung":12}	0.061232	0.006	ok	
192	{"family":"anchor_lda4","fold":3,"repeat":8,"rung":12}	0.088400	0.006	ok	
193	{"family":"anchor_lda4","fold":0,"repeat":9,"rung":12}	0.000142	0.006	ok	
194	{"family":"anchor_lda4","fold":1,"repeat":9,"rung":12}	0.198144	0.007	ok	
195	{"family":"anchor_lda4","fold":2,"repeat":9,"rung":12}	0.057174	0.007	ok	
196	{"family":"anchor_lda4","fold":3,"repeat":9,"rung":12}	0.015822	0.006	ok	
197	{"family":"anchor_lda4","fold":0,"repeat":10,"rung":12}	0.024750	0.007	ok	
198	{"family":"anchor_lda4","fold":1,"repeat":10,"rung":12}	0.003332	0.007	ok	
199	{"family":"anchor_lda4","fold":2,"repeat":10,"rung":12}	0.296299	0.007	ok	
200	{"family":"anchor_lda4","fold":3,"repeat":10,"rung":12}	0.157266	0.007	ok	
201	{"family":"anchor_lda4","fold":0,"repeat":1,"rung":8}	0.144955	0.008	ok	
202	{"family":"anchor_lda4","fold":1,"repeat":1,"rung":8}	0.113223	0.007	ok	
203	{"family":"anchor_lda4","fold":2,"repeat":1,"rung":8}	0.000000	0.006	ok	
204	{"family":"anchor_lda4","fold":3,"repeat":1,"rung":8}	0.007578	0.007	ok	
205	{"family":"anchor_lda4","fold":0,"repeat":2,"rung":8}	0.089545	0.007	ok	
206	{"family":"anchor_lda4","fold":1,"repeat":2,"rung":8}	0.116022	0.007	ok	
207	{"family":"anchor_lda4","fold":2,"repeat":2,"rung":8}	0.092713	0.006	ok	
208	{"family":"anchor_lda4","fold":3,"repeat":2,"rung":8}	0.001734	0.006	ok	
209	{"family":"anchor_lda4","fold":0,"repeat":3,"rung":8}	0.012320	0.007	ok	
210	{"family":"anchor_lda4","fold":1,"repeat":3,"rung":8}	0.048794	0.007	ok	
211	{"family":"anchor_lda4","fold":2,"repeat":3,"rung":8}	0.150008	0.007	ok	
212	{"family":"anchor_lda4","fold":3,"repeat":3,"rung":8}	0.150725	0.006	ok	
213	{"family":"anchor_lda4","fold":0,"repeat":4,"rung":8}	0.200000	0.007	ok	
214	{"family":"anchor_lda4","fold":1,"repeat":4,"rung":8}	0.035431	0.006	ok	
215	{"family":"anchor_lda4","fold":2,"repeat":4,"rung":8}	0.055396	0.006	ok	
216	{"family":"anchor_lda4","fold":3,"repeat":4,"rung":8}	0.000352	0.006	ok	
217	{"family":"anchor_lda4","fold":0,"repeat":5,"rung":8}	0.048656	0.007	ok	
218	{"family":"anchor_lda4","fold":1,"repeat":5,"rung":8}	0.069441	0.007	ok	
219	{"family":"anchor_lda4","fold":2,"repeat":5,"rung":8}	0.063023	0.006	ok	
