dgp	n	model	k_effective	irr	bias2	var	total	check_abs_err	mc_se
G3-unequal-cov	60	svm_rbf_platt	100	0.1658365957533628	0.018803836000993016	0.015726030855128012	0.20036646260948388	5.551115123125783e-17	0.001000136840910552
G3-unequal-cov	60	hgbt	100	0.1658365957533628	0.009664278049061416	0.07085069163918817	0.24635156544161232	5.551115123125783e-17	0.0019753815701517826
G3-unequal-cov	120	lda	100	0.1658365957533628	0.031858295266442016	0.0036569768751365693	0.2013518678949414	0.0	0.00040006097940722355
G3-unequal-cov	120	slda	100	0.1658365957533628	0.03250270945249803	0.0032471604239189566	0.2015864656297798	2.7755575615628914e-17	0.00041472371189277995
G3-unequal-cov	120	qda	100	0.1658365957533628	0.0013883147350835416	0.004533972256367722	0.17175888274481405	2.7755575615628914e-17	0.00037495449894617804
G3-unequal-cov	120	logit_l2	100	0.1658365957533628	0.03224573148498076	0.0033140632332525144	0.20139639047159608	2.7755575615628914e-17	0.0003995490913691337
G3-unequal-cov	120	svm_rbf_platt	100	0.1658365957533628	0.011138224139277095	0.013364192068168612	0.19033901196080852	2.7755575615628914e-17	0.0007850655489760883
G3-unequal-cov	120	hgbt	100	0.1658365957533628	0.00694646140236907	0.04532602445128117	0.21810908160701303	0.0	0.001273431336491998
G3-unequal-cov	500	lda	100	0.1658365957533628	0.0319805432097188	0.0008586483002615344	0.19867578726334315	2.7755575615628914e-17	9.584497705949562e-05
G3-unequal-cov	500	slda	100	0.1658365957533628	0.032069594583545524	0.0007909892927164786	0.19869717962962483	2.7755575615628914e-17	9.324310671472796e-05
G3-unequal-cov	500	qda	100	0.1658365957533628	0.0014002009938272487	0.0010675130931957085	0.16830430984038575	2.7755575615628914e-17	9.204604161208664e-05
G3-unequal-cov	500	logit_l2	100	0.1658365957533628	0.03208189028077518	0.0008813834210949844	0.19879986945523298	2.7755575615628914e-17	9.245383117303395e-05
G3-unequal-cov	500	svm_rbf_platt	100	0.1658365957533628	0.0063752007677528085	0.005067219748045186	0.1772790162691608	0.0	0.0003249248680117416
G3-unequal-cov	500	hgbt	100	0.1658365957533628	0.002762944738177784	0.013281712700857554	0.18188125319239812	0.0	0.00030879762018697993
G4-xor	8	lda	100	0.03393636475920647	0.18312756025571106	0.07650993470711234	0.2935738597220298	5.551115123125783e-17	0.003563849535192503
G4-xor	8	slda	100	0.03393636475920647	0.1862745119511785	0.08859826754140925	0.3088091442517943	5.551115123125783e-17	0.003866388119896593
G4-xor	8	qda	100	0.03393636475920647	0.024883181207468887	0.06831415434680688	0.12713370031348223	0.0	0.008918725696886846
G4-xor	8	logit_l2	100	0.03393636475920647	0.2072144095493145	0.03718521949376803	0.27833599380228896	5.551115123125783e-17	0.0020145011374212126
