trial	params_json	primary_metric	wall_seconds	status	error
84	{"draw":12,"family":"lda_sepal","seed":20260828012}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
85	{"draw":13,"family":"anchor_lda4","seed":20260828013}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
86	{"draw":13,"family":"logit","seed":20260828013}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
87	{"draw":13,"family":"knn7","seed":20260828013}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
88	{"draw":13,"family":"svm_rbf","seed":20260828013}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
89	{"draw":13,"family":"hgbt","seed":20260828013}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
90	{"draw":13,"family":"lda_petal","seed":20260828013}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
91	{"draw":13,"family":"lda_sepal","seed":20260828013}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
92	{"draw":14,"family":"anchor_lda4","seed":20260828014}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
93	{"draw":14,"family":"logit","seed":20260828014}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
94	{"draw":14,"family":"knn7","seed":20260828014}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
95	{"draw":14,"family":"svm_rbf","seed":20260828014}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
96	{"draw":14,"family":"hgbt","seed":20260828014}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
97	{"draw":14,"family":"lda_petal","seed":20260828014}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
98	{"draw":14,"family":"lda_sepal","seed":20260828014}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
99	{"draw":15,"family":"anchor_lda4","seed":20260828015}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
100	{"draw":15,"family":"logit","seed":20260828015}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
101	{"draw":15,"family":"knn7","seed":20260828015}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
102	{"draw":15,"family":"svm_rbf","seed":20260828015}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
103	{"draw":15,"family":"hgbt","seed":20260828015}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
104	{"draw":15,"family":"lda_petal","seed":20260828015}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
105	{"draw":15,"family":"lda_sepal","seed":20260828015}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
106	{"draw":16,"family":"anchor_lda4","seed":20260828016}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
107	{"draw":16,"family":"logit","seed":20260828016}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
108	{"draw":16,"family":"knn7","seed":20260828016}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
109	{"draw":16,"family":"svm_rbf","seed":20260828016}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
110	{"draw":16,"family":"hgbt","seed":20260828016}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
111	{"draw":16,"family":"lda_petal","seed":20260828016}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
112	{"draw":16,"family":"lda_sepal","seed":20260828016}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
113	{"draw":17,"family":"anchor_lda4","seed":20260828017}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
114	{"draw":17,"family":"logit","seed":20260828017}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
115	{"draw":17,"family":"knn7","seed":20260828017}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
116	{"draw":17,"family":"svm_rbf","seed":20260828017}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
117	{"draw":17,"family":"hgbt","seed":20260828017}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
118	{"draw":17,"family":"lda_petal","seed":20260828017}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
119	{"draw":17,"family":"lda_sepal","seed":20260828017}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
120	{"draw":18,"family":"anchor_lda4","seed":20260828018}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
121	{"draw":18,"family":"logit","seed":20260828018}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
122	{"draw":18,"family":"knn7","seed":20260828018}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
123	{"draw":18,"family":"svm_rbf","seed":20260828018}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
124	{"draw":18,"family":"hgbt","seed":20260828018}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
125	{"draw":18,"family":"lda_petal","seed":20260828018}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
126	{"draw":18,"family":"lda_sepal","seed":20260828018}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
127	{"draw":19,"family":"anchor_lda4","seed":20260828019}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
128	{"draw":19,"family":"logit","seed":20260828019}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
129	{"draw":19,"family":"knn7","seed":20260828019}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
130	{"draw":19,"family":"svm_rbf","seed":20260828019}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
131	{"draw":19,"family":"hgbt","seed":20260828019}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
132	{"draw":19,"family":"lda_petal","seed":20260828019}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
133	{"draw":19,"family":"lda_sepal","seed":20260828019}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
134	{"draw":20,"family":"anchor_lda4","seed":20260828020}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
135	{"draw":20,"family":"logit","seed":20260828020}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
136	{"draw":20,"family":"knn7","seed":20260828020}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
137	{"draw":20,"family":"svm_rbf","seed":20260828020}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
138	{"draw":20,"family":"hgbt","seed":20260828020}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
139	{"draw":20,"family":"lda_petal","seed":20260828020}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
140	{"draw":20,"family":"lda_sepal","seed":20260828020}	NA	0.000	crash	"ValueError: Seed must be between 0 and 2**32 - 1"
